CODREG;REG;CODDEP;CODARR;CODCAN;CODCOM;COM;PMUN;PCAP;PTOT
93;Provence-Alpes-Côte d'Azur;06;2;26;133;Sauze;71;1;72
93;Provence-Alpes-Côte d'Azur;06;1;11;134;Séranon;540;8;548
93;Provence-Alpes-Côte d'Azur;06;2;26;135;Sigale;197;2;199
93;Provence-Alpes-Côte d'Azur;06;2;10;136;Sospel;3805;85;3890
93;Provence-Alpes-Côte d'Azur;06;1;11;137;Spéracèdes;1161;24;1185
93;Provence-Alpes-Côte d'Azur;06;1;13;138;Théoule-sur-Mer;1362;14;1376
93;Provence-Alpes-Côte d'Azur;06;2;26;139;Thiéry;110;3;113
93;Provence-Alpes-Côte d'Azur;06;1;11;140;Le Tignet;3066;53;3119
93;Provence-Alpes-Côte d'Azur;06;2;26;141;Toudon;347;1;348
93;Provence-Alpes-Côte d'Azur;06;2;10;142;Touët-de-l'Escarène;299;2;301
93;Provence-Alpes-Côte d'Azur;06;2;26;143;Touët-sur-Var;664;11;675
93;Provence-Alpes-Côte d'Azur;06;2;26;144;La Tour;553;4;557
93;Provence-Alpes-Côte d'Azur;06;2;26;145;Tourette-du-Château;133;1;134
93;Provence-Alpes-Côte d'Azur;06;2;26;146;Tournefort;155;1;156
93;Provence-Alpes-Côte d'Azur;06;2;24;147;Tourrette-Levens;5013;46;5059
93;Provence-Alpes-Côte d'Azur;06;1;25;148;Tourrettes-sur-Loup;4041;100;4141
93;Provence-Alpes-Côte d'Azur;06;2;21;149;La Trinité;10115;65;10180
93;Provence-Alpes-Côte d'Azur;06;2;04;150;La Turbie;2981;55;3036
93;Provence-Alpes-Côte d'Azur;06;2;24;151;Utelle;867;1;868
93;Provence-Alpes-Côte d'Azur;06;1;25;152;Valbonne;13486;554;14040
93;Provence-Alpes-Côte d'Azur;06;2;24;153;Valdeblore;835;285;1120
93;Provence-Alpes-Côte d'Azur;06;1;11;154;Valderoure;464;8;472
93;Provence-Alpes-Côte d'Azur;06;1;01;155;Vallauris;27364;179;27543
93;Provence-Alpes-Côte d'Azur;06;2;24;156;Venanson;161;1;162
93;Provence-Alpes-Côte d'Azur;06;1;26;157;Vence;18940;302;19242
93;Provence-Alpes-Côte d'Azur;06;2;26;158;Villars-sur-Var;776;3;779
93;Provence-Alpes-Côte d'Azur;06;2;04;159;Villefranche-sur-Mer;5033;35;5068
93;Provence-Alpes-Côte d'Azur;06;2;26;160;Villeneuve-d'Entraunes;89;2;91
93;Provence-Alpes-Côte d'Azur;06;1;27;161;Villeneuve-Loubet;16285;236;16521
93;Provence-Alpes-Côte d'Azur;06;2;10;162;La Brigue;696;10;706
93;Provence-Alpes-Côte d'Azur;06;2;10;163;Tende;2166;49;2215
84;Auvergne-Rhône-Alpes;07;3;06;001;Accons;376;12;388
84;Auvergne-Rhône-Alpes;07;1;04;002;Ailhon;551;18;569
84;Auvergne-Rhône-Alpes;07;1;03;003;Aizac;170;1;171
84;Auvergne-Rhône-Alpes;07;2;10;004;Ajoux;81;1;82
84;Auvergne-Rhône-Alpes;07;2;12;005;Alba-la-Romaine;1464;35;1499
84;Auvergne-Rhône-Alpes;07;3;06;006;Albon-d'Ardèche;158;6;164
84;Auvergne-Rhône-Alpes;07;3;08;007;Alboussière;989;14;1003
84;Auvergne-Rhône-Alpes;07;2;10;008;Alissas;1458;52;1510
84;Auvergne-Rhône-Alpes;07;3;11;009;Andance;1205;23;1228
84;Auvergne-Rhône-Alpes;07;3;98;010;Annonay;16297;623;16920
84;Auvergne-Rhône-Alpes;07;1;03;011;Vallées-d'Antraigues-Asperjoc;894;18;912
84;Auvergne-Rhône-Alpes;07;3;06;012;Arcens;377;9;386
84;Auvergne-Rhône-Alpes;07;3;08;013;Ardoix;1253;22;1275
84;Auvergne-Rhône-Alpes;07;3;08;014;Arlebosc;326;7;333
84;Auvergne-Rhône-Alpes;07;3;11;015;Arras-sur-Rhône;535;23;558
84;Auvergne-Rhône-Alpes;07;1;16;017;Les Assions;763;16;779
84;Auvergne-Rhône-Alpes;07;1;13;018;Astet;44;0;44
84;Auvergne-Rhône-Alpes;07;1;99;019;Aubenas;12479;776;13255
84;Auvergne-Rhône-Alpes;07;2;12;020;Aubignas;468;11;479
84;Auvergne-Rhône-Alpes;07;2;09;022;Baix;1254;26;1280
84;Auvergne-Rhône-Alpes;07;1;15;023;Balazuc;374;6;380
84;Auvergne-Rhône-Alpes;07;1;16;024;Banne;661;22;683
84;Auvergne-Rhône-Alpes;07;1;13;025;Barnas;206;2;208
84;Auvergne-Rhône-Alpes;07;1;13;026;Le Béage;254;8;262
84;Auvergne-Rhône-Alpes;07;2;17;027;Beauchastel;1844;30;1874
84;Auvergne-Rhône-Alpes;07;1;16;028;Beaulieu;516;10;526
84;Auvergne-Rhône-Alpes;07;1;16;029;Beaumont;251;3;254
84;Auvergne-Rhône-Alpes;07;2;06;030;Beauvène;207;5;212
84;Auvergne-Rhône-Alpes;07;1;16;031;Berrias-et-Casteljau;761;18;779
84;Auvergne-Rhône-Alpes;07;1;12;032;Berzème;164;1;165
84;Auvergne-Rhône-Alpes;07;1;15;033;Bessas;220;4;224
84;Auvergne-Rhône-Alpes;07;2;05;034;Bidon;251;3;254
84;Auvergne-Rhône-Alpes;07;3;17;035;Boffres;614;19;633
84;Auvergne-Rhône-Alpes;07;3;11;036;Bogy;444;11;455
84;Auvergne-Rhône-Alpes;07;1;06;037;Borée;146;3;149
84;Auvergne-Rhône-Alpes;07;1;13;038;Borne;49;0;49
84;Auvergne-Rhône-Alpes;07;3;08;039;Bozas;252;7;259
84;Auvergne-Rhône-Alpes;07;3;14;040;Boucieu-le-Roi;259;5;264
84;Auvergne-Rhône-Alpes;07;3;01;041;Boulieu-lès-Annonay;2376;65;2441
84;Auvergne-Rhône-Alpes;07;2;05;042;Bourg-Saint-Andéol;7187;165;7352
84;Auvergne-Rhône-Alpes;07;3;11;044;Brossainc;260;8;268
84;Auvergne-Rhône-Alpes;07;1;13;045;Burzet;522;7;529
84;Auvergne-Rhône-Alpes;07;1;13;047;Cellier-du-Luc;84;0;84
84;Auvergne-Rhône-Alpes;07;2;06;048;Chalencon;336;7;343
84;Auvergne-Rhône-Alpes;07;3;06;049;Le Chambon;54;3;57
84;Auvergne-Rhône-Alpes;07;1;16;050;Chambonas;941;16;957
84;Auvergne-Rhône-Alpes;07;3;11;051;Champagne;581;20;601
84;Auvergne-Rhône-Alpes;07;3;08;052;Champis;616;10;626
84;Auvergne-Rhône-Alpes;07;1;16;053;Chandolas;523;3;526
84;Auvergne-Rhône-Alpes;07;3;06;054;Chanéac;254;9;263
84;Auvergne-Rhône-Alpes;07;3;17;055;Charmes-sur-Rhône;2979;74;3053
84;Auvergne-Rhône-Alpes;07;3;11;056;Charnas;913;18;931
84;Auvergne-Rhône-Alpes;07;1;15;058;Chassiers;1039;35;1074
84;Auvergne-Rhône-Alpes;07;3;07;059;Châteaubourg;240;7;247
84;Auvergne-Rhône-Alpes;07;2;17;060;Châteauneuf-de-Vernoux;263;5;268
84;Auvergne-Rhône-Alpes;07;1;15;061;Chauzon;415;12;427
84;Auvergne-Rhône-Alpes;07;1;15;062;Chazeaux;150;3;153
84;Auvergne-Rhône-Alpes;07;3;14;063;Cheminas;397;9;406
84;Auvergne-Rhône-Alpes;07;3;06;064;Le Cheylard;2877;156;3033
84;Auvergne-Rhône-Alpes;07;1;13;065;Chirols;236;3;239
84;Auvergne-Rhône-Alpes;07;2;10;066;Chomérac;3015;173;3188
84;Auvergne-Rhône-Alpes;07;3;11;067;Colombier-le-Cardinal;318;4;322
84;Auvergne-Rhône-Alpes;07;3;14;068;Colombier-le-Jeune;572;6;578
84;Auvergne-Rhône-Alpes;07;3;08;069;Colombier-le-Vieux;657;22;679
84;Auvergne-Rhône-Alpes;07;3;07;070;Cornas;2311;49;2360
84;Auvergne-Rhône-Alpes;07;1;13;071;Coucouron;790;13;803
84;Auvergne-Rhône-Alpes;07;2;10;072;Coux;1662;42;1704
84;Auvergne-Rhône-Alpes;07;3;08;073;Le Crestet;520;11;531
84;Auvergne-Rhône-Alpes;07;2;10;074;Creysseilles;151;4;155
84;Auvergne-Rhône-Alpes;07;1;13;075;Cros-de-Géorand;149;4;153
84;Auvergne-Rhône-Alpes;07;2;09;076;Cruas;3063;66;3129
84;Auvergne-Rhône-Alpes;07;1;12;077;Darbres;254;2;256
84;Auvergne-Rhône-Alpes;07;3;01;078;Davézieux;3168;87;3255
84;Auvergne-Rhône-Alpes;07;3;08;079;Désaignes;1162;21;1183
84;Auvergne-Rhône-Alpes;07;3;06;080;Devesset;297;7;304
84;Auvergne-Rhône-Alpes;07;1;16;081;Dompnac;58;1;59
84;Auvergne-Rhône-Alpes;07;3;06;082;Dornas;205;12;217
84;Auvergne-Rhône-Alpes;07;2;06;083;Dunière-sur-Eyrieux;434;10;444
84;Auvergne-Rhône-Alpes;07;3;11;084;Eclassan;1028;37;1065
84;Auvergne-Rhône-Alpes;07;3;08;085;Empurany;619;14;633
84;Auvergne-Rhône-Alpes;07;3;14;086;Étables;931;19;950
84;Auvergne-Rhône-Alpes;07;1;13;087;Fabras;433;8;441
84;Auvergne-Rhône-Alpes;07;1;16;088;Faugères;97;2;99
84;Auvergne-Rhône-Alpes;07;3;11;089;Félines;1713;48;1761
84;Auvergne-Rhône-Alpes;07;2;10;090;Flaviac;1224;17;1241
84;Auvergne-Rhône-Alpes;07;1;04;091;Fons;333;12;345
84;Auvergne-Rhône-Alpes;07;2;10;092;Freyssenet;46;1;47
84;Auvergne-Rhône-Alpes;07;1;03;093;Genestelle;275;8;283
84;Auvergne-Rhône-Alpes;07;2;17;094;Gilhac-et-Bruzac;178;3;181
84;Auvergne-Rhône-Alpes;07;3;08;095;Gilhoc-sur-Ormèze;460;3;463
84;Auvergne-Rhône-Alpes;07;2;06;096;Gluiras;371;3;374
84;Auvergne-Rhône-Alpes;07;3;14;097;Glun;693;18;711
84;Auvergne-Rhône-Alpes;07;2;10;098;Gourdon;81;4;85
84;Auvergne-Rhône-Alpes;07;2;05;099;Gras;633;18;651
84;Auvergne-Rhône-Alpes;07;1;16;100;Gravières;499;19;518
84;Auvergne-Rhône-Alpes;07;1;15;101;Grospierres;911;21;932
84;Auvergne-Rhône-Alpes;07;3;07;102;Guilherand-Granges;10756;221;10977
84;Auvergne-Rhône-Alpes;07;3;06;103;Saint-Julien-d'Intres;310;3;313
84;Auvergne-Rhône-Alpes;07;3;06;104;Issamoulenc;87;2;89
84;Auvergne-Rhône-Alpes;07;1;13;105;Issanlas;99;3;102
84;Auvergne-Rhône-Alpes;07;1;13;106;Issarlès;132;1;133
84;Auvergne-Rhône-Alpes;07;1;13;107;Jaujac;1273;23;1296
84;Auvergne-Rhône-Alpes;07;3;06;108;Jaunac;119;8;127
84;Auvergne-Rhône-Alpes;07;1;15;109;Joannas;297;6;303
84;Auvergne-Rhône-Alpes;07;1;16;110;Joyeuse;1752;28;1780
84;Auvergne-Rhône-Alpes;07;1;03;111;Juvinas;169;5;174
84;Auvergne-Rhône-Alpes;07;1;03;112;Labastide-sur-Bésorgues;248;7;255
84;Auvergne-Rhône-Alpes;07;1;15;113;Labastide-de-Virac;308;7;315
84;Auvergne-Rhône-Alpes;07;3;08;114;Labatie-d'Andaure;201;2;203
84;Auvergne-Rhône-Alpes;07;1;15;115;Labeaume;671;11;682
84;Auvergne-Rhône-Alpes;07;1;03;116;Labégude;1358;22;1380
84;Auvergne-Rhône-Alpes;07;1;16;117;Lablachère;2206;35;2241
84;Auvergne-Rhône-Alpes;07;1;16;118;Laboule;145;6;151
84;Auvergne-Rhône-Alpes;07;1;13;119;Le Lac-d'Issarlès;255;5;260
84;Auvergne-Rhône-Alpes;07;1;03;120;Lachamp-Raphaël;61;0;61
84;Auvergne-Rhône-Alpes;07;1;13;121;Lachapelle-Graillouse;192;0;192
84;Auvergne-Rhône-Alpes;07;1;04;122;Lachapelle-sous-Aubenas;1657;46;1703
84;Auvergne-Rhône-Alpes;07;3;06;123;Lachapelle-sous-Chanéac;165;3;168
84;Auvergne-Rhône-Alpes;07;3;08;124;Lafarre;38;1;39
84;Auvergne-Rhône-Alpes;07;1;15;126;Lagorce;1171;24;1195
84;Auvergne-Rhône-Alpes;07;1;13;127;Lalevade-d'Ardèche;1118;13;1131
84;Auvergne-Rhône-Alpes;07;3;08;128;Lalouvesc;379;5;384
84;Auvergne-Rhône-Alpes;07;3;08;129;Lamastre;2349;44;2393
84;Auvergne-Rhône-Alpes;07;1;13;130;Lanarce;205;5;210
84;Auvergne-Rhône-Alpes;07;1;04;131;Lanas;452;42;494
84;Auvergne-Rhône-Alpes;07;1;15;132;Largentière;1587;50;1637
84;Auvergne-Rhône-Alpes;07;2;05;133;Larnas;243;3;246
84;Auvergne-Rhône-Alpes;07;1;15;134;Laurac-en-Vivarais;1019;27;1046
84;Auvergne-Rhône-Alpes;07;1;13;136;Laveyrune;104;1;105
84;Auvergne-Rhône-Alpes;07;1;13;137;Lavillatte;44;0;44
84;Auvergne-Rhône-Alpes;07;1;12;138;Lavilledieu;2226;46;2272
84;Auvergne-Rhône-Alpes;07;1;03;139;Laviolle;105;0;105
84;Auvergne-Rhône-Alpes;07;3;14;140;Lemps;797;24;821
84;Auvergne-Rhône-Alpes;07;1;04;141;Lentillères;232;7;239
84;Auvergne-Rhône-Alpes;07;1;13;142;Lespéron;318;8;326
84;Auvergne-Rhône-Alpes;07;3;11;143;Limony;773;18;791
84;Auvergne-Rhône-Alpes;07;1;16;144;Loubaresse;47;2;49
84;Auvergne-Rhône-Alpes;07;1;12;145;Lussas;1160;21;1181
84;Auvergne-Rhône-Alpes;07;2;10;146;Lyas;601;16;617
84;Auvergne-Rhône-Alpes;07;1;16;147;Malarce-sur-la-Thines;242;5;247
84;Auvergne-Rhône-Alpes;07;1;16;148;Malbosc;146;8;154
84;Auvergne-Rhône-Alpes;07;2;06;149;Marcols-les-Eaux;284;5;289
84;Auvergne-Rhône-Alpes;07;3;06;150;Mariac;556;20;576
84;Auvergne-Rhône-Alpes;07;3;06;151;Mars;257;11;268
84;Auvergne-Rhône-Alpes;07;3;14;152;Mauves;1183;26;1209
84;Auvergne-Rhône-Alpes;07;1;13;153;Mayres;264;7;271
84;Auvergne-Rhône-Alpes;07;1;13;154;Mazan-l'Abbaye;121;1;122
84;Auvergne-Rhône-Alpes;07;1;04;155;Mercuer;1210;46;1256
84;Auvergne-Rhône-Alpes;07;1;13;156;Meyras;931;29;960
84;Auvergne-Rhône-Alpes;07;2;09;157;Meysse;1345;13;1358
84;Auvergne-Rhône-Alpes;07;1;03;158;Mézilhac;99;0;99
84;Auvergne-Rhône-Alpes;07;1;12;159;Mirabel;715;10;725
84;Auvergne-Rhône-Alpes;07;3;02;160;Monestier;64;1;65
84;Auvergne-Rhône-Alpes;07;1;13;161;Montpezat-sous-Bauzon;739;23;762
84;Auvergne-Rhône-Alpes;07;1;15;162;Montréal;581;19;600
84;Auvergne-Rhône-Alpes;07;1;16;163;Montselgues;81;7;88
84;Auvergne-Rhône-Alpes;07;3;06;165;Belsentes;552;22;574
84;Auvergne-Rhône-Alpes;07;3;08;166;Nozières;250;2;252
84;Auvergne-Rhône-Alpes;07;2;06;167;Les Ollières-sur-Eyrieux;1006;19;1025
84;Auvergne-Rhône-Alpes;07;1;15;168;Orgnac-l'Aven;597;17;614
84;Auvergne-Rhône-Alpes;07;3;11;169;Ozon;381;1;382
84;Auvergne-Rhône-Alpes;07;3;08;170;Pailharès;243;6;249
84;Auvergne-Rhône-Alpes;07;1;16;171;Payzac;537;8;545
84;Auvergne-Rhône-Alpes;07;3;11;172;Peaugres;2276;51;2327
84;Auvergne-Rhône-Alpes;07;1;13;173;Péreyres;50;0;50
84;Auvergne-Rhône-Alpes;07;3;11;174;Peyraud;482;6;488
84;Auvergne-Rhône-Alpes;07;1;13;175;Le Plagnal;83;1;84
84;Auvergne-Rhône-Alpes;07;1;16;176;Planzolles;153;2;155
84;Auvergne-Rhône-Alpes;07;3;14;177;Plats;847;19;866
84;Auvergne-Rhône-Alpes;07;1;13;178;Pont-de-Labeaume;588;12;600
84;Auvergne-Rhône-Alpes;07;2;10;179;Pourchères;134;2;136
84;Auvergne-Rhône-Alpes;07;2;09;181;Le Pouzin;2879;39;2918
84;Auvergne-Rhône-Alpes;07;1;13;182;Prades;1186;31;1217
84;Auvergne-Rhône-Alpes;07;1;15;183;Pradons;473;12;485
84;Auvergne-Rhône-Alpes;07;2;10;184;Pranles;511;13;524
84;Auvergne-Rhône-Alpes;07;3;08;185;Préaux;703;9;712
84;Auvergne-Rhône-Alpes;07;2;10;186;Privas;8465;282;8747
84;Auvergne-Rhône-Alpes;07;1;15;187;Prunet;135;4;139
84;Auvergne-Rhône-Alpes;07;3;08;188;Quintenas;1686;38;1724
84;Auvergne-Rhône-Alpes;07;1;16;189;Ribes;315;7;322
84;Auvergne-Rhône-Alpes;07;1;15;190;Rochecolombe;216;7;223
84;Auvergne-Rhône-Alpes;07;2;09;191;Rochemaure;2292;52;2344
84;Auvergne-Rhône-Alpes;07;3;06;192;Rochepaule;242;8;250
84;Auvergne-Rhône-Alpes;07;1;15;193;Rocher;276;4;280
84;Auvergne-Rhône-Alpes;07;2;10;194;Rochessauve;457;9;466
84;Auvergne-Rhône-Alpes;07;1;06;195;La Rochette;62;2;64
84;Auvergne-Rhône-Alpes;07;1;16;196;Rocles;258;4;262
84;Auvergne-Rhône-Alpes;07;3;02;197;Roiffieux;2746;84;2830
84;Auvergne-Rhône-Alpes;07;2;09;198;Rompon;1126;30;1156
84;Auvergne-Rhône-Alpes;07;1;16;199;Rosières;1249;25;1274
84;Auvergne-Rhône-Alpes;07;1;13;200;Le Roux;59;1;60
84;Auvergne-Rhône-Alpes;07;1;15;201;Ruoms;2276;29;2305
84;Auvergne-Rhône-Alpes;07;1;16;202;Sablières;177;4;181
84;Auvergne-Rhône-Alpes;07;1;13;203;Sagnes-et-Goudoulet;116;3;119
84;Auvergne-Rhône-Alpes;07;3;06;204;Saint-Agrève;2377;63;2440
84;Auvergne-Rhône-Alpes;07;3;08;205;Saint-Alban-d'Ay;1419;23;1442
84;Auvergne-Rhône-Alpes;07;1;13;206;Saint-Alban-en-Montagne;77;3;80
84;Auvergne-Rhône-Alpes;07;1;15;207;Saint-Alban-Auriolles;1084;17;1101
84;Auvergne-Rhône-Alpes;07;1;12;208;Saint-Andéol-de-Berg;123;3;126
84;Auvergne-Rhône-Alpes;07;3;06;209;Saint-Andéol-de-Fourchades;54;2;56
84;Auvergne-Rhône-Alpes;07;1;03;210;Saint-Andéol-de-Vals;519;11;530
84;Auvergne-Rhône-Alpes;07;1;16;211;Saint-André-de-Cruzières;461;14;475
84;Auvergne-Rhône-Alpes;07;3;06;212;Saint-André-en-Vivarais;210;3;213
84;Auvergne-Rhône-Alpes;07;1;16;213;Saint-André-Lachamp;149;1;150
84;Auvergne-Rhône-Alpes;07;2;17;214;Saint-Apollinaire-de-Rias;206;2;208
84;Auvergne-Rhône-Alpes;07;3;06;215;Saint-Barthélemy-le-Meil;199;6;205
84;Auvergne-Rhône-Alpes;07;3;08;216;Saint-Barthélemy-Grozon;497;21;518
84;Auvergne-Rhône-Alpes;07;3;14;217;Saint-Barthélemy-le-Plain;833;21;854
84;Auvergne-Rhône-Alpes;07;3;08;218;Saint-Basile;346;10;356
84;Auvergne-Rhône-Alpes;07;2;09;219;Saint-Bauzile;320;6;326
84;Auvergne-Rhône-Alpes;07;3;06;220;Saint-Christol;107;0;107
84;Auvergne-Rhône-Alpes;07;2;17;221;Saint-Cierge-la-Serre;248;9;257
84;Auvergne-Rhône-Alpes;07;3;06;222;Saint-Cierge-sous-le-Cheylard;209;5;214
84;Auvergne-Rhône-Alpes;07;1;13;223;Saint-Cirgues-de-Prades;139;2;141
84;Auvergne-Rhône-Alpes;07;1;13;224;Saint-Cirgues-en-Montagne;217;13;230
84;Auvergne-Rhône-Alpes;07;3;01;225;Saint-Clair;1187;45;1232
84;Auvergne-Rhône-Alpes;07;3;06;226;Saint-Clément;88;0;88
84;Auvergne-Rhône-Alpes;07;3;01;227;Saint-Cyr;1392;47;1439
84;Auvergne-Rhône-Alpes;07;3;11;228;Saint-Désirat;844;23;867
84;Auvergne-Rhône-Alpes;07;1;04;229;Saint-Didier-sous-Aubenas;926;25;951
84;Auvergne-Rhône-Alpes;07;1;04;230;Saint-Étienne-de-Boulogne;413;14;427
84;Auvergne-Rhône-Alpes;07;1;04;231;Saint-Étienne-de-Fontbellon;2833;83;2916
84;Auvergne-Rhône-Alpes;07;1;13;232;Saint-Étienne-de-Lugdarès;413;9;422
84;Auvergne-Rhône-Alpes;07;2;06;233;Saint-Étienne-de-Serre;211;4;215
84;Auvergne-Rhône-Alpes;07;3;11;234;Saint-Étienne-de-Valoux;297;3;300
84;Auvergne-Rhône-Alpes;07;1;13;235;Sainte-Eulalie;216;3;219
84;Auvergne-Rhône-Alpes;07;3;08;236;Saint-Félicien;1147;19;1166
84;Auvergne-Rhône-Alpes;07;2;17;237;Saint-Fortunat-sur-Eyrieux;777;13;790
84;Auvergne-Rhône-Alpes;07;1;16;238;Saint-Genest-de-Beauzon;332;7;339
84;Auvergne-Rhône-Alpes;07;3;06;239;Saint-Genest-Lachamp;110;2;112
84;Auvergne-Rhône-Alpes;07;3;17;240;Saint-Georges-les-Bains;2405;45;2450
84;Auvergne-Rhône-Alpes;07;1;12;241;Saint-Germain;711;17;728
84;Auvergne-Rhône-Alpes;07;1;12;242;Saint-Gineys-en-Coiron;112;4;116
84;Auvergne-Rhône-Alpes;07;3;11;243;Saint-Jacques-d'Atticieux;290;5;295
84;Auvergne-Rhône-Alpes;07;2;17;244;Saint-Jean-Chambre;256;5;261
84;Auvergne-Rhône-Alpes;07;3;14;245;Saint-Jean-de-Muzols;2508;69;2577
84;Auvergne-Rhône-Alpes;07;1;12;247;Saint-Jean-le-Centenier;845;9;854
84;Auvergne-Rhône-Alpes;07;3;06;248;Saint-Jean-Roure;247;11;258
84;Auvergne-Rhône-Alpes;07;3;06;249;Saint-Jeure-d'Andaure;95;2;97
84;Auvergne-Rhône-Alpes;07;3;08;250;Saint-Jeure-d'Ay;486;10;496
84;Auvergne-Rhône-Alpes;07;1;03;251;Saint-Joseph-des-Bancs;173;3;176
84;Auvergne-Rhône-Alpes;07;2;06;253;Saint-Julien-du-Gua;175;3;178
84;Auvergne-Rhône-Alpes;07;1;03;254;Saint-Julien-du-Serre;872;19;891
84;Auvergne-Rhône-Alpes;07;2;09;255;Saint-Julien-en-Saint-Alban;1461;38;1499
84;Auvergne-Rhône-Alpes;07;2;17;257;Saint-Julien-le-Roux;114;3;117
84;Auvergne-Rhône-Alpes;07;3;02;258;Saint-Julien-Vocance;223;2;225
84;Auvergne-Rhône-Alpes;07;2;05;259;Saint-Just-d'Ardèche;1688;37;1725
84;Auvergne-Rhône-Alpes;07;2;09;260;Saint-Lager-Bressac;950;17;967
84;Auvergne-Rhône-Alpes;07;2;17;261;Saint-Laurent-du-Pape;1589;35;1624
84;Auvergne-Rhône-Alpes;07;1;13;262;Saint-Laurent-les-Bains-Laval-d'Aurelle;172;2;174
84;Auvergne-Rhône-Alpes;07;1;12;263;Saint-Laurent-sous-Coiron;111;3;114
84;Auvergne-Rhône-Alpes;07;2;05;264;Saint-Marcel-d'Ardèche;2380;69;2449
84;Auvergne-Rhône-Alpes;07;3;01;265;Saint-Marcel-lès-Annonay;1384;35;1419
84;Auvergne-Rhône-Alpes;07;1;16;266;Sainte-Marguerite-Lafigère;113;2;115
84;Auvergne-Rhône-Alpes;07;1;06;267;Saint-Martial;267;4;271
84;Auvergne-Rhône-Alpes;07;2;05;268;Saint-Martin-d'Ardèche;949;12;961
84;Auvergne-Rhône-Alpes;07;3;06;269;Saint-Martin-de-Valamas;1096;38;1134
84;Auvergne-Rhône-Alpes;07;2;09;270;Saint-Martin-sur-Lavezon;432;12;444
84;Auvergne-Rhône-Alpes;07;1;15;272;Saint-Maurice-d'Ardèche;313;13;326
84;Auvergne-Rhône-Alpes;07;1;12;273;Saint-Maurice-d'Ibie;217;3;220
84;Auvergne-Rhône-Alpes;07;2;06;274;Saint-Maurice-en-Chalencon;208;5;213
84;Auvergne-Rhône-Alpes;07;1;16;275;Saint-Mélany;103;3;106
84;Auvergne-Rhône-Alpes;07;3;06;276;Saint-Michel-d'Aurance;266;20;286
84;Auvergne-Rhône-Alpes;07;1;04;277;Saint-Michel-de-Boulogne;149;5;154
84;Auvergne-Rhône-Alpes;07;2;06;278;Saint-Michel-de-Chabrillanoux;389;9;398
84;Auvergne-Rhône-Alpes;07;2;05;279;Saint-Montan;1897;43;1940
84;Auvergne-Rhône-Alpes;07;1;16;280;Saint-Paul-le-Jeune;958;21;979
84;Auvergne-Rhône-Alpes;07;3;07;281;Saint-Péray;7580;219;7799
84;Auvergne-Rhône-Alpes;07;1;13;282;Saint-Pierre-de-Colombier;430;25;455
84;Auvergne-Rhône-Alpes;07;2;09;283;Saint-Pierre-la-Roche;63;1;64
84;Auvergne-Rhône-Alpes;07;1;16;284;Saint-Pierre-Saint-Jean;169;4;173
84;Auvergne-Rhône-Alpes;07;3;08;285;Saint-Pierre-sur-Doux;109;1;110
84;Auvergne-Rhône-Alpes;07;3;06;286;Saint-Pierreville;526;2;528
84;Auvergne-Rhône-Alpes;07;1;12;287;Saint-Pons;296;15;311
84;Auvergne-Rhône-Alpes;07;2;10;288;Saint-Priest;1280;44;1324
84;Auvergne-Rhône-Alpes;07;1;04;289;Saint-Privat;1688;58;1746
84;Auvergne-Rhône-Alpes;07;3;08;290;Saint-Prix;269;7;276
84;Auvergne-Rhône-Alpes;07;1;15;291;Saint-Remèze;858;23;881
84;Auvergne-Rhône-Alpes;07;3;08;292;Saint-Romain-d'Ay;1248;36;1284
84;Auvergne-Rhône-Alpes;07;3;07;293;Saint-Romain-de-Lerps;900;18;918
84;Auvergne-Rhône-Alpes;07;1;16;294;Saint-Sauveur-de-Cruzières;533;15;548
84;Auvergne-Rhône-Alpes;07;2;06;295;Saint-Sauveur-de-Montagut;1106;24;1130
84;Auvergne-Rhône-Alpes;07;1;04;296;Saint-Sernin;1748;48;1796
84;Auvergne-Rhône-Alpes;07;3;08;297;Saint-Sylvestre;508;7;515
84;Auvergne-Rhône-Alpes;07;2;09;298;Saint-Symphorien-sous-Chomérac;777;31;808
84;Auvergne-Rhône-Alpes;07;3;08;299;Saint-Symphorien-de-Mahun;120;4;124
84;Auvergne-Rhône-Alpes;07;2;12;300;Saint-Thomé;461;16;477
84;Auvergne-Rhône-Alpes;07;3;08;301;Saint-Victor;950;15;965
84;Auvergne-Rhône-Alpes;07;2;09;302;Saint-Vincent-de-Barrès;837;22;859
84;Auvergne-Rhône-Alpes;07;2;06;303;Saint-Vincent-de-Durfort;254;4;258
84;Auvergne-Rhône-Alpes;07;1;15;304;Salavas;704;12;716
84;Auvergne-Rhône-Alpes;07;1;16;305;Les Salelles;372;8;380
84;Auvergne-Rhône-Alpes;07;1;15;306;Sampzon;232;7;239
84;Auvergne-Rhône-Alpes;07;1;15;307;Sanilhac;447;9;456
84;Auvergne-Rhône-Alpes;07;3;11;308;Sarras;2228;35;2263
84;Auvergne-Rhône-Alpes;07;3;08;309;Satillieu;1503;30;1533
84;Auvergne-Rhône-Alpes;07;3;01;310;Savas;903;24;927
84;Auvergne-Rhône-Alpes;07;1;12;311;Sceautres;146;7;153
84;Auvergne-Rhône-Alpes;07;3;14;312;Sécheras;534;16;550
84;Auvergne-Rhône-Alpes;07;3;11;313;Serrières;1137;17;1154
84;Auvergne-Rhône-Alpes;07;2;17;314;Silhac;380;12;392
84;Auvergne-Rhône-Alpes;07;1;13;315;La Souche;372;13;385
